turker    	 adjective     	 response 	 mean  	 onestdev 	 respdev          	 had_negative     logrespdev
T_1828022 	 poor          	 4035     	 4030  	 105      	 0.047619047619   	 noNeg            -3.04452243772442
T_964358  	 poor          	 7791     	 7790  	 480      	 0.00208333333333 	 noNeg            -6.17378610390343
T_3294681 	 poor          	 8872     	 8870  	 450      	 0.00444444444444 	 noNeg            -5.41610040220537
T_7476082 	 poor          	 5305     	 5290  	 165      	 0.0909090909091  	 noNeg            -2.39789527279827
T_65441   	 poor          	 7430     	 7420  	 320      	 0.03125          	 noNeg            -3.46573590279972
T_8820227 	 poor          	 4733     	 4730  	 15       	 0.2              	 noNeg            -1.6094379124341
T_4525111 	 poor          	 2020     	 1980  	 435      	 0.0919540229885  	 noNeg            -2.38646657697481
T_9898677 	 poor          	 2615     	 2600  	 225      	 0.0666666666667  	 noNeg            -2.70805020110171
T_3436294 	 poor          	 2470     	 2450  	 470      	 0.0425531914894  	 noNeg            -3.15700042114921
T_5623478 	 poor          	 3090     	 3080  	 240      	 0.0416666666667  	 noNeg            -3.17805383034714
T_8765075 	 poor          	 8380     	 8340  	 265      	 0.150943396226   	 noNeg            -1.89085037187503
T_8930644 	 poor          	 8254     	 8250  	 10       	 0.4              	 noNeg            -0.916290731874154
T_1014965 	 poor          	 7295     	 7290  	 135      	 0.037037037037   	 noNeg            -3.29583686600532
T_1602331 	 poor          	 4795     	 4790  	 300      	 0.0166666666667  	 noNeg            -4.09434456222009
T_6997885 	 poor          	 8125     	 8120  	 400      	 0.0125           	 noNeg            -4.38202663467386
T_9818990 	 poor          	 582      	 580   	 155      	 0.0129032258065  	 noNeg            -4.35027793635553
T_1704411 	 poor          	 1571     	 1570  	 300      	 0.00333333333333 	 noNeg            -5.70378247465713
T_706665  	 poor          	 9090     	 9000  	 385      	 0.233766233766   	 noNeg            -1.45343366395852
T_6821639 	 poor          	 7470     	 7450  	 485      	 0.0412371134021  	 noNeg            -3.18841661738256
T_8742789 	 poor          	 6935     	 6930  	 15       	 0.333333333333   	 noNeg            -1.09861228866911
T_2427075 	 poor          	 1490     	 1410  	 445      	 0.179775280899   	 noNeg            -1.71604764749167
T_510223  	 poor          	 5721     	 5720  	 35       	 0.0285714285714  	 noNeg            -3.55534806149041
T_1675902 	 poor          	 6222     	 6220  	 40       	 0.05             	 noNeg            -2.99573227355399
T_7624491 	 poor          	 6400     	 6380  	 200      	 0.1              	 noNeg            -2.30258509299404
T_2034040 	 poor          	 7850     	 7800  	 115      	 0.434782608696   	 noNeg            -0.832909122934304
T_6720730 	 poor          	 1800     	 1740  	 450      	 0.133333333333   	 noNeg            -2.01490302054476
T_1138011 	 poor          	 6871     	 6870  	 70       	 0.0142857142857  	 noNeg            -4.24849524205034
T_7329991 	 poor          	 6580     	 6530  	 375      	 0.133333333333   	 noNeg            -2.01490302054476
T_1859424 	 poor          	 4800     	 4710  	 400      	 0.225            	 noNeg            -1.49165487677772
T_4211578 	 poor          	 10650    	 10600 	 335      	 0.149253731343   	 noNeg            -1.90210752639882
T_5611642 	 poor          	 4700     	 4650  	 305      	 0.16393442623    	 noNeg            -1.80828877117626
T_6630299 	 poor          	 3800     	 3790  	 265      	 0.0377358490566  	 noNeg            -3.27714473299227
T_162563  	 poor          	 1385     	 1370  	 70       	 0.214285714286   	 noNeg            -1.54044504094581
T_3304675 	 poor          	 3073     	 3030  	 480      	 0.0895833333333  	 noNeg            -2.41258598820874
T_9591156 	 poor          	 8210     	 8190  	 120      	 0.166666666667   	 noNeg            -1.79175946922605
T_9305725 	 poor          	 8950     	 8900  	 205      	 0.243902439024   	 noNeg            -1.41098697371186
T_216082  	 clear         	 2482     	 1900  	 440      	 1.32272727273    	 noNeg            0.279695720821193
T_2326307 	 clear         	 5163     	 5110  	 320      	 0.165625         	 noNeg            -1.79802908224165
T_1828022 	 clear         	 4700     	 4400  	 310      	 0.967741935484   	 noNeg            -0.0327898228228573
T_3294681 	 clear         	 4900     	 4270  	 425      	 1.48235294118    	 noNeg            0.393630650463543
T_7476082 	 clear         	 9520     	 9320  	 340      	 0.588235294118   	 noNeg            -0.53062825106157
T_65441   	 clear         	 4150     	 4090  	 70       	 0.857142857143   	 noNeg            -0.154150679827091
T_8820227 	 clear         	 1950     	 1600  	 325      	 1.07692307692    	 noNeg            0.0741079721508649
T_4525111 	 clear         	 8100     	 7830  	 380      	 0.710526315789   	 noNeg            -0.341749293722723
T_9898677 	 clear         	 5100     	 4780  	 325      	 0.984615384615   	 noNeg            -0.0155041865363557
T_3436294 	 clear         	 2890     	 2790  	 135      	 0.740740740741   	 noNeg            -0.300104592449988
T_5623478 	 clear         	 9090     	 9020  	 115      	 0.608695652174   	 noNeg            -0.496436886313748
T_8765075 	 clear         	 4500     	 4150  	 450      	 0.777777777778   	 noNeg            -0.25131442828062
T_8930644 	 clear         	 8350     	 8170  	 185      	 0.972972972973   	 noNeg            -0.0273989741880864
T_1014965 	 clear         	 2300     	 1980  	 480      	 0.666666666667   	 noNeg            -0.405465108107664
T_6997885 	 clear         	 3430     	 3420  	 5        	 2                	 noNeg            0.693147180559945
T_9818990 	 clear         	 2700     	 2310  	 190      	 2.05263157895    	 noNeg            0.719122666964488
T_1704411 	 clear         	 7550     	 7480  	 40       	 1.75             	 noNeg            0.559615787935423
T_2510360 	 clear         	 8700     	 8320  	 250      	 1.52             	 noNeg            0.418710334858185
T_706665  	 clear         	 8500     	 8080  	 315      	 1.33333333333    	 noNeg            0.287682072449281
T_6821639 	 clear         	 3050     	 2990  	 75       	 0.8              	 noNeg            -0.223143551314209
T_8742789 	 clear         	 7600     	 7530  	 190      	 0.368421052632   	 noNeg            -0.998528830109984
T_2427075 	 clear         	 7600     	 7480  	 70       	 1.71428571429    	 noNeg            0.538996500735187
T_510223  	 clear         	 4200     	 4040  	 190      	 0.842105263158   	 noNeg            -0.171850256926534
T_1675902 	 clear         	 5100     	 4930  	 90       	 1.88888888889    	 noNeg            0.635988766720585
T_7624491 	 clear         	 4100     	 3880  	 400      	 0.55             	 noNeg            -0.59783700075562
T_2034040 	 clear         	 6200     	 5770  	 265      	 1.62264150943    	 noNeg            0.484055382698944
T_6720730 	 clear         	 6800     	 6770  	 55       	 0.545454545455   	 noNeg            -0.606135803569482
T_7013858 	 clear         	 4600     	 4490  	 110      	 1                	 noNeg            2.22044604925031e-16
T_1138011 	 clear         	 6925     	 6750  	 90       	 1.94444444444    	 noNeg            0.664976303590963
T_7329991 	 clear         	 5100     	 4820  	 320      	 0.875            	 noNeg            -0.133531392624522
T_1859424 	 clear         	 10000    	 9150  	 455      	 1.86813186813    	 noNeg            0.624938930532412
T_4211578 	 clear         	 7900     	 7720  	 190      	 0.947368421053   	 noNeg            -0.0540672212698866
T_5611642 	 clear         	 4650     	 4480  	 190      	 0.894736842105   	 noNeg            -0.111225635110518
T_6630299 	 clear         	 2250     	 2020  	 340      	 0.676470588235   	 noNeg            -0.390866308687446
T_162563  	 clear         	 9050     	 8930  	 150      	 0.8              	 noNeg            -0.223143551314209
T_3304675 	 clear         	 2095     	 1930  	 155      	 1.06451612903    	 noNeg            0.062520356979213
T_9591156 	 clear         	 6700     	 6140  	 375      	 1.49333333333    	 noNeg            0.401010757756552
T_3020286 	 clear         	 4500     	 4450  	 125      	 0.4              	 noNeg            -0.916290731874154
T_9305725 	 clear         	 6950     	 6830  	 130      	 0.923076923077   	 noNeg            -0.0800427076734529
T_216082  	 appropriate   	 3000     	 2730  	 430      	 0.627906976744   	 noNeg            -0.465363249689529
T_2326307 	 appropriate   	 2800     	 2540  	 245      	 1.0612244898     	 noNeg            0.0594234204746472
T_1828022 	 appropriate   	 10000    	 9970  	 470      	 0.063829787234   	 noNeg            -2.75153531304261
T_964358  	 appropriate   	 7800     	 7570  	 485      	 0.474226804124   	 noNeg            -0.746069582013679
T_3294681 	 appropriate   	 3900     	 3870  	 30       	 1                	 noNeg            2.22044604925031e-16
T_7476082 	 appropriate   	 7300     	 7210  	 120      	 0.75             	 noNeg            -0.287682072451781
T_65441   	 appropriate   	 4500     	 4350  	 175      	 0.857142857143   	 noNeg            -0.154150679827091
T_4525111 	 appropriate   	 6850     	 6610  	 315      	 0.761904761905   	 noNeg            -0.271933715483329
T_9898677 	 appropriate   	 4190     	 4090  	 220      	 0.454545454545   	 noNeg            -0.78845736036527
T_3436294 	 appropriate   	 840      	 830   	 20       	 0.5              	 noNeg            -0.693147180559945
T_5623478 	 appropriate   	 3600     	 3320  	 255      	 1.09803921569    	 noNeg            0.0935260580142166
T_8765075 	 appropriate   	 1050     	 960   	 125      	 0.72             	 noNeg            -0.328504066972036
T_8930644 	 appropriate   	 9290     	 9270  	 105      	 0.190476190476   	 noNeg            -1.65822807660453
T_1014965 	 appropriate   	 4700     	 4470  	 415      	 0.55421686747    	 noNeg            -0.590199211307285
T_1602331 	 appropriate   	 6710     	 6410  	 260      	 1.15384615385    	 noNeg            0.143100843644007
T_6997885 	 appropriate   	 1850     	 1800  	 75       	 0.666666666667   	 noNeg            -0.405465108107664
T_9818990 	 appropriate   	 8200     	 7810  	 370      	 1.05405405405    	 noNeg            0.0526437334815761
T_1704411 	 appropriate   	 8450     	 8150  	 445      	 0.674157303371   	 noNeg            -0.394291807509722
T_2510360 	 appropriate   	 10800    	 10210 	 385      	 1.53246753247    	 noNeg            0.426879202613591
T_706665  	 appropriate   	 5500     	 5490  	 100      	 0.1              	 noNeg            -2.30258509299404
T_6821639 	 appropriate   	 10200    	 10160 	 180      	 0.222222222222   	 noNeg            -1.50407739677727
T_8742789 	 appropriate   	 10410    	 10310 	 180      	 0.555555555556   	 noNeg            -0.587786664901319
T_2427075 	 appropriate   	 7805     	 7770  	 20       	 1.75             	 noNeg            0.559615787935423
T_510223  	 appropriate   	 4300     	 4210  	 135      	 0.666666666667   	 noNeg            -0.405465108107664
T_1675902 	 appropriate   	 6000     	 5990  	 235      	 0.0425531914894  	 noNeg            -3.15700042114921
T_7624491 	 appropriate   	 7200     	 7110  	 190      	 0.473684210526   	 noNeg            -0.747214401830887
T_2034040 	 appropriate   	 5515     	 5500  	 25       	 0.6              	 noNeg            -0.51082562376599
T_6720730 	 appropriate   	 5400     	 5380  	 20       	 1                	 noNeg            2.22044604925031e-16
T_7013858 	 appropriate   	 1100     	 960   	 235      	 0.595744680851   	 noNeg            -0.517943091534962
T_1138011 	 appropriate   	 2190     	 2180  	 30       	 0.333333333333   	 noNeg            -1.09861228866911
T_7329991 	 appropriate   	 10000    	 9490  	 365      	 1.39726027397    	 noNeg            0.334513372134017
T_1859424 	 appropriate   	 10200    	 10060 	 125      	 1.12             	 noNeg            0.113328685307003
T_4211578 	 appropriate   	 1600     	 1360  	 415      	 0.578313253012   	 noNeg            -0.54763959688879
T_5611642 	 appropriate   	 2250     	 2190  	 155      	 0.387096774194   	 noNeg            -0.949080554695979
T_6630299 	 appropriate   	 8600     	 8490  	 265      	 0.415094339623   	 noNeg            -0.879249460192942
T_162563  	 appropriate   	 3250     	 3170  	 165      	 0.484848484848   	 noNeg            -0.723918839227699
T_9591156 	 appropriate   	 5130     	 5020  	 115      	 0.95652173913    	 noNeg            -0.0444517625712881
T_3020286 	 appropriate   	 7100     	 7000  	 210      	 0.47619047619    	 noNeg            -0.741937344730377
T_9305725 	 appropriate   	 700      	 650   	 125      	 0.4              	 noNeg            -0.916290731874154
T_2326307 	 small         	 545      	 540   	 180      	 0.0277777777778  	 noNeg            -3.5835189384553
T_1828022 	 small         	 1700     	 1660  	 200      	 0.2              	 noNeg            -1.6094379124341
T_3294681 	 small         	 1803     	 1800  	 15       	 0.2              	 noNeg            -1.6094379124341
T_7476082 	 small         	 1305     	 1260  	 205      	 0.219512195122   	 noNeg            -1.51634748936787
T_65441   	 small         	 9100     	 9050  	 165      	 0.30303030303    	 noNeg            -1.19392246847343
T_8820227 	 small         	 6157     	 6140  	 445      	 0.038202247191   	 noNeg            -3.26486093811031
T_4525111 	 small         	 3150     	 3090  	 390      	 0.153846153846   	 noNeg            -1.87180217690259
T_9898677 	 small         	 1340     	 1310  	 145      	 0.206896551724   	 noNeg            -1.57553636075908
T_3436294 	 small         	 6380     	 6330  	 205      	 0.243902439024   	 noNeg            -1.41098697371186
T_5623478 	 small         	 4515     	 4510  	 460      	 0.0108695652174  	 noNeg            -4.52178857704822
T_8765075 	 small         	 6500     	 6380  	 455      	 0.263736263736   	 noNeg            -1.3328056761699
T_8930644 	 small         	 1600     	 1550  	 490      	 0.102040816327   	 noNeg            -2.28238238567192
T_1014965 	 small         	 3220     	 3190  	 320      	 0.09375          	 noNeg            -2.36712361413161
T_1602331 	 small         	 11000    	 10770 	 475      	 0.484210526316   	 noNeg            -0.725235495111011
T_6997885 	 small         	 6100     	 6010  	 325      	 0.276923076923   	 noNeg            -1.28401551199975
T_1704411 	 small         	 9800     	 9790  	 405      	 0.0246913580247  	 noNeg            -3.70130197411213
T_2510360 	 small         	 2140     	 2040  	 395      	 0.253164556962   	 noNeg            -1.37371557891313
T_706665  	 small         	 2950     	 2930  	 255      	 0.078431372549   	 noNeg            -2.54553127160468
T_6821639 	 small         	 3810     	 3790  	 215      	 0.093023255814   	 noNeg            -2.37490575457317
T_8742789 	 small         	 9770     	 9640  	 375      	 0.346666666667   	 noNeg            -1.05939157551387
T_2427075 	 small         	 4490     	 4400  	 220      	 0.409090909091   	 noNeg            -0.893817876021874
T_510223  	 small         	 7400     	 7360  	 355      	 0.112676056338   	 noNeg            -2.18323833536173
T_1675902 	 small         	 3450     	 3430  	 400      	 0.05             	 noNeg            -2.99573227355399
T_7624491 	 small         	 3400     	 3390  	 180      	 0.0555555555556  	 noNeg            -2.89037175789536
T_2034040 	 small         	 5450     	 5370  	 275      	 0.290909090909   	 noNeg            -1.234744462993
T_7013858 	 small         	 5700     	 5590  	 225      	 0.488888888889   	 noNeg            -0.715620036411776
T_1138011 	 small         	 752      	 750   	 145      	 0.0137931034483  	 noNeg            -4.28358656185886
T_7329991 	 small         	 4000     	 3990  	 210      	 0.047619047619   	 noNeg            -3.04452243772442
T_1859424 	 small         	 9050     	 8960  	 385      	 0.233766233766   	 noNeg            -1.45343366395852
T_4211578 	 small         	 6070     	 6050  	 435      	 0.0459770114943  	 noNeg            -3.07961375753366
T_5611642 	 small         	 2475     	 2460  	 240      	 0.0625           	 noNeg            -2.77258872223978
T_6630299 	 small         	 10500    	 10320 	 410      	 0.439024390244   	 noNeg            -0.82320030880792
T_162563  	 small         	 4185     	 4170  	 45       	 0.333333333333   	 noNeg            -1.09861228866911
T_3304675 	 small         	 8475     	 8400  	 335      	 0.223880597015   	 noNeg            -1.49664241828842
T_9591156 	 small         	 3700     	 3640  	 155      	 0.387096774194   	 noNeg            -0.949080554695979
T_3020286 	 small         	 5400     	 5290  	 385      	 0.285714285714   	 noNeg            -1.25276296849637
T_9305725 	 small         	 7200     	 7140  	 355      	 0.169014084507   	 noNeg            -1.77777322725356
T_216082  	 thin          	 4600     	 4510  	 370      	 0.243243243243   	 noNeg            -1.413693335309
T_2326307 	 thin          	 2800     	 2790  	 275      	 0.0363636363636  	 noNeg            -3.31418600467352
T_1828022 	 thin          	 9900     	 9870  	 425      	 0.0705882352941  	 noNeg            -2.65089178726251
T_964358  	 thin          	 2700     	 2590  	 430      	 0.255813953488   	 noNeg            -1.36330484289665
T_3294681 	 thin          	 10440    	 10410 	 380      	 0.0789473684211  	 noNeg            -2.53897387105767
T_7476082 	 thin          	 6560     	 6530  	 165      	 0.181818181818   	 noNeg            -1.70474809223942
T_65441   	 thin          	 9360     	 9350  	 60       	 0.166666666667   	 noNeg            -1.79175946922605
T_8820227 	 thin          	 10245    	 10210 	 495      	 0.0707070707071  	 noNeg            -2.64920970107886
T_4525111 	 thin          	 1520     	 1450  	 125      	 0.56             	 noNeg            -0.579818495252942
T_9898677 	 thin          	 2720     	 2690  	 395      	 0.0759493670886  	 noNeg            -2.57768838323906
T_3436294 	 thin          	 7700     	 7650  	 300      	 0.166666666667   	 noNeg            -1.79175946922605
T_5623478 	 thin          	 8850     	 8800  	 190      	 0.263157894737   	 noNeg            -1.33500106673174
T_8765075 	 thin          	 8720     	 8670  	 360      	 0.138888888889   	 noNeg            -1.97408102602121
T_8930644 	 thin          	 2300     	 2210  	 355      	 0.253521126761   	 noNeg            -1.37230811914343
T_1014965 	 thin          	 6602     	 6600  	 35       	 0.0571428571429  	 noNeg            -2.86220088092871
T_1602331 	 thin          	 7280     	 7230  	 125      	 0.4              	 noNeg            -0.916290731874154
T_6997885 	 thin          	 1500     	 1400  	 335      	 0.298507462687   	 noNeg            -1.20896034583552
T_9818990 	 thin          	 5900     	 5850  	 295      	 0.169491525424   	 noNeg            -1.77495235091007
T_1704411 	 thin          	 4055     	 4020  	 65       	 0.538461538462   	 noNeg            -0.619039208405366
T_6821639 	 thin          	 5575     	 5570  	 10       	 0.5              	 noNeg            -0.693147180559945
T_8742789 	 thin          	 6250     	 6100  	 405      	 0.37037037037    	 noNeg            -0.993251773011283
T_2427075 	 thin          	 6220     	 6150  	 175      	 0.4              	 noNeg            -0.916290731874154
T_510223  	 thin          	 7190     	 7160  	 315      	 0.0952380952381  	 noNeg            -2.35137525716343
T_1675902 	 thin          	 3865     	 3860  	 20       	 0.25             	 noNeg            -1.38629436111989
T_7624491 	 thin          	 6755     	 6750  	 25       	 0.2              	 noNeg            -1.6094379124341
T_6720730 	 thin          	 500      	 460   	 160      	 0.25             	 noNeg            -1.38629436111989
T_7013858 	 thin          	 1250     	 1120  	 345      	 0.376811594203   	 noNeg            -0.976009966575508
T_1138011 	 thin          	 5762     	 5760  	 210      	 0.00952380952381 	 noNeg            -4.65396035015745
T_7329991 	 thin          	 5800     	 5790  	 80       	 0.125            	 noNeg            -2.07944154167983
T_1859424 	 thin          	 10250    	 10180 	 415      	 0.168674698795   	 noNeg            -1.77978327818241
T_4211578 	 thin          	 3750     	 3740  	 125      	 0.08             	 noNeg            -2.52572864430825
T_5611642 	 thin          	 925      	 880   	 375      	 0.12             	 noNeg            -2.12026353620009
T_6630299 	 thin          	 7350     	 7330  	 225      	 0.0888888888889  	 noNeg            -2.4203681286503
T_162563  	 thin          	 6760     	 6730  	 465      	 0.0645161290323  	 noNeg            -2.74084002392455
T_3304675 	 thin          	 9387     	 9350  	 315      	 0.11746031746    	 noNeg            -2.14165472618411
T_3020286 	 thin          	 7350     	 7260  	 120      	 0.75             	 noNeg            -0.287682072451781
T_9305725 	 thin          	 6050     	 5970  	 465      	 0.172043010753   	 noNeg            -1.76001077091166
T_216082  	 adequate      	 999      	 760   	 155      	 1.54193548387    	 noNeg            0.433038435011637
T_2326307 	 adequate      	 8320     	 8220  	 200      	 0.5              	 noNeg            -0.693147180559945
T_1828022 	 adequate      	 11000    	 10650 	 425      	 0.823529411765   	 noNeg            -0.1941560144406
T_964358  	 adequate      	 4150     	 3980  	 115      	 1.47826086957    	 noNeg            0.390866308690247
T_3294681 	 adequate      	 4500     	 4390  	 250      	 0.44             	 noNeg            -0.82098055206983
T_7476082 	 adequate      	 5470     	 5460  	 15       	 0.666666666667   	 noNeg            -0.405465108107664
T_65441   	 adequate      	 2000     	 1870  	 280      	 0.464285714286   	 noNeg            -0.767255152713051
T_8820227 	 adequate      	 4140     	 4120  	 15       	 1.33333333333    	 noNeg            0.287682072449281
T_4525111 	 adequate      	 2920     	 2860  	 115      	 0.521739130435   	 noNeg            -0.650587566140732
T_9898677 	 adequate      	 9275     	 9190  	 440      	 0.193181818182   	 noNeg            -1.64412347042105
T_3436294 	 adequate      	 6400     	 6170  	 370      	 0.621621621622   	 noNeg            -0.475423696714466
T_5623478 	 adequate      	 10080    	 10010 	 100      	 0.7              	 noNeg            -0.356674943938732
T_8765075 	 adequate      	 7000     	 6850  	 95       	 1.57894736842    	 noNeg            0.456758402495048
T_8930644 	 adequate      	 8000     	 7840  	 125      	 1.28             	 noNeg            0.246860077931526
T_1014965 	 adequate      	 3560     	 3360  	 455      	 0.43956043956    	 noNeg            -0.821980052403913
T_1602331 	 adequate      	 3810     	 3420  	 380      	 1.02631578947    	 noNeg            0.025975486399671
T_6997885 	 adequate      	 8500     	 8340  	 240      	 0.666666666667   	 noNeg            -0.405465108107664
T_9818990 	 adequate      	 5800     	 5200  	 370      	 1.62162162162    	 noNeg            0.483426649576876
T_1704411 	 adequate      	 7000     	 6920  	 85       	 0.941176470588   	 noNeg            -0.0606246218166846
T_2510360 	 adequate      	 4600     	 4390  	 220      	 0.954545454545   	 noNeg            -0.0465200156353689
T_706665  	 adequate      	 6140     	 6100  	 30       	 1.33333333333    	 noNeg            0.287682072449281
T_6821639 	 adequate      	 5700     	 5590  	 395      	 0.278481012658   	 noNeg            -1.27840539910952
T_8742789 	 adequate      	 8320     	 8190  	 180      	 0.722222222222   	 noNeg            -0.325422400434935
T_2427075 	 adequate      	 6350     	 6210  	 165      	 0.848484848485   	 noNeg            -0.164303051291097
T_510223  	 adequate      	 4630     	 4530  	 305      	 0.327868852459   	 noNeg            -1.11514159061937
T_1675902 	 adequate      	 1410     	 1380  	 435      	 0.0689655172414  	 noNeg            -2.67414864942623
T_7624491 	 adequate      	 9400     	 9300  	 210      	 0.47619047619    	 noNeg            -0.741937344730377
T_6720730 	 adequate      	 6200     	 5710  	 295      	 1.66101694915    	 noNeg            0.507430034763322
T_7013858 	 adequate      	 6300     	 6230  	 105      	 0.666666666667   	 noNeg            -0.405465108107664
T_1138011 	 adequate      	 8350     	 8300  	 285      	 0.175438596491   	 noNeg            -1.7404661748418
T_7329991 	 adequate      	 7100     	 6640  	 390      	 1.17948717949    	 noNeg            0.16507975036184
T_1859424 	 adequate      	 10400    	 10040 	 210      	 1.71428571429    	 noNeg            0.538996500735187
T_4211578 	 adequate      	 7000     	 6830  	 295      	 0.576271186441   	 noNeg            -0.551176919288999
T_5611642 	 adequate      	 1900     	 1820  	 345      	 0.231884057971   	 noNeg            -1.46151778235754
T_6630299 	 adequate      	 6350     	 6270  	 60       	 1.33333333333    	 noNeg            0.287682072449281
T_162563  	 adequate      	 2200     	 2070  	 345      	 0.376811594203   	 noNeg            -0.976009966575508
T_3304675 	 adequate      	 3102     	 2930  	 235      	 0.731914893617   	 noNeg            -0.312091037330735
T_3020286 	 adequate      	 3900     	 3700  	 485      	 0.412371134021   	 noNeg            -0.885831524388521
T_9305725 	 adequate      	 4550     	 4510  	 90       	 0.444444444444   	 noNeg            -0.810930216217328
T_216082  	 positive      	 7800     	 7520  	 260      	 1.07692307692    	 noNeg            0.0741079721508649
T_2326307 	 positive      	 1350     	 1250  	 480      	 0.208333333333   	 noNeg            -1.56861591791544
T_1828022 	 positive      	 8500     	 8370  	 415      	 0.313253012048   	 noNeg            -1.16074406977573
T_964358  	 positive      	 7200     	 7060  	 180      	 0.777777777778   	 noNeg            -0.25131442828062
T_3294681 	 positive      	 900      	 860   	 305      	 0.131147540984   	 noNeg            -2.03143232249047
T_7476082 	 positive      	 3570     	 3520  	 300      	 0.166666666667   	 noNeg            -1.79175946922605
T_65441   	 positive      	 6500     	 6210  	 420      	 0.690476190476   	 noNeg            -0.37037378829717
T_8820227 	 positive      	 9224     	 9040  	 255      	 0.721568627451   	 noNeg            -0.326327787549413
T_4525111 	 positive      	 5580     	 5410  	 110      	 1.54545454545    	 noNeg            0.435318071254904
T_9898677 	 positive      	 10320    	 10120 	 470      	 0.425531914894   	 noNeg            -0.854415328155167
T_3436294 	 positive      	 2300     	 2160  	 345      	 0.405797101449   	 noNeg            -0.901901994422733
T_5623478 	 positive      	 1300     	 1190  	 385      	 0.285714285714   	 noNeg            -1.25276296849637
T_8765075 	 positive      	 10000    	 9910  	 50       	 1.8              	 noNeg            0.587786664902119
T_8930644 	 positive      	 8105     	 8100  	 40       	 0.125            	 noNeg            -2.07944154167983
T_1014965 	 positive      	 3160     	 3060  	 285      	 0.350877192982   	 noNeg            -1.04731899428186
T_1602331 	 positive      	 5690     	 5570  	 70       	 1.71428571429    	 noNeg            0.538996500735187
T_6997885 	 positive      	 6800     	 6210  	 480      	 1.22916666667    	 noNeg            0.206336433000541
T_1704411 	 positive      	 3500     	 3230  	 260      	 1.03846153846    	 noNeg            0.0377403279813658
T_6821639 	 positive      	 4920     	 4860  	 150      	 0.4              	 noNeg            -0.916290731874154
T_8742789 	 positive      	 11315    	 10840 	 430      	 1.10465116279    	 noNeg            0.0995295953464017
T_2427075 	 positive      	 8220     	 7790  	 430      	 1                	 noNeg            2.22044604925031e-16
T_510223  	 positive      	 5400     	 5350  	 350      	 0.142857142857   	 noNeg            -1.94591014905631
T_1675902 	 positive      	 10200    	 10160 	 360      	 0.111111111111   	 noNeg            -2.19722457733722
T_7624491 	 positive      	 3200     	 3100  	 215      	 0.46511627907    	 noNeg            -0.765467842139071
T_2034040 	 positive      	 7355     	 7350  	 5        	 1                	 noNeg            2.22044604925031e-16
T_6720730 	 positive      	 800      	 760   	 80       	 0.5              	 noNeg            -0.693147180559945
T_7013858 	 positive      	 3200     	 3140  	 75       	 0.8              	 noNeg            -0.223143551314209
T_1138011 	 positive      	 8040     	 7950  	 280      	 0.321428571429   	 noNeg            -1.13497993283765
T_7329991 	 positive      	 7860     	 7780  	 60       	 1.33333333333    	 noNeg            0.287682072449281
T_1859424 	 positive      	 7050     	 6980  	 60       	 1.16666666667    	 noNeg            0.154150679830116
T_4211578 	 positive      	 9100     	 8900  	 170      	 1.17647058824    	 noNeg            0.162518929501775
T_5611642 	 positive      	 4215     	 3970  	 225      	 1.08888888889    	 noNeg            0.0851578083413274
T_6630299 	 positive      	 8500     	 8400  	 190      	 0.526315789474   	 noNeg            -0.641853886171794
T_162563  	 positive      	 1750     	 1690  	 450      	 0.133333333333   	 noNeg            -2.01490302054476
T_3304675 	 positive      	 8685     	 8500  	 95       	 1.94736842105    	 noNeg            0.666478933476433
T_3020286 	 positive      	 4800     	 4550  	 290      	 0.862068965517   	 noNeg            -0.148420005118553
T_9305725 	 positive      	 2300     	 2100  	 470      	 0.425531914894   	 noNeg            -0.854415328155167
T_216082  	 substantial   	 6500     	 5830  	 310      	 2.16129032258    	 noNeg            0.770705414905521
T_2326307 	 substantial   	 1250     	 940   	 345      	 0.898550724638   	 noNeg            -0.106972119551813
T_3294681 	 substantial   	 803      	 780   	 15       	 1.53333333333    	 noNeg            0.427444014824766
T_7476082 	 substantial   	 8020     	 7760  	 325      	 0.8              	 noNeg            -0.223143551314209
T_65441   	 substantial   	 5600     	 5140  	 355      	 1.29577464789    	 noNeg            0.25910870000979
T_8820227 	 substantial   	 9755     	 9290  	 265      	 1.75471698113    	 noNeg            0.562307579599951
T_4525111 	 substantial   	 1800     	 1200  	 475      	 1.26315789474    	 noNeg            0.233614851184005
T_9898677 	 substantial   	 1720     	 1420  	 300      	 1                	 noNeg            2.22044604925031e-16
T_3436294 	 substantial   	 5900     	 5350  	 460      	 1.19565217391    	 noNeg            0.178691788740831
T_5623478 	 substantial   	 7800     	 7230  	 375      	 1.52             	 noNeg            0.418710334858185
T_8765075 	 substantial   	 9550     	 8830  	 495      	 1.45454545455    	 noNeg            0.374693449444536
T_8930644 	 substantial   	 8200     	 7310  	 440      	 2.02272727273    	 noNeg            0.704446735815227
T_1014965 	 substantial   	 3000     	 2370  	 460      	 1.36956521739    	 noNeg            0.314493329901485
T_1602331 	 substantial   	 2370     	 1640  	 405      	 1.8024691358     	 noNeg            0.589157467034528
T_6997885 	 substantial   	 8700     	 8150  	 275      	 2                	 noNeg            0.693147180559945
T_9818990 	 substantial   	 8800     	 8530  	 105      	 2.57142857143    	 noNeg            0.944461608841407
T_1704411 	 substantial   	 7840     	 7770  	 35       	 2                	 noNeg            0.693147180559945
T_6821639 	 substantial   	 4300     	 4200  	 95       	 1.05263157895    	 noNeg            0.0512932943900508
